"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 18 10:14:04 GMT 2025","Sat Oct 18 10:14:04 GMT 2025","76","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_30_cleanup","Test cleanup operations."
"passed","Sat Oct 18 10:15:28 GMT 2025","Sat Oct 18 10:15:37 GMT 2025","8359","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_navigation","Test Page Factory navigation methods"
"passed","Sat Oct 18 10:12:49 GMT 2025","Sat Oct 18 10:12:52 GMT 2025","2487","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_23_contact_form","Test contact form submission."
"passed","Sat Oct 18 10:11:27 GMT 2025","Sat Oct 18 10:11:33 GMT 2025","6336","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_10_data_driven_excel[test_data0]","Test with data from Excel (parameterized)."
"passed","Sat Oct 18 10:13:44 GMT 2025","Sat Oct 18 10:13:49 GMT 2025","5120","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_27_network_emulation","Test with emulated network conditions (Chrome only)."
"passed","Sat Oct 18 10:11:15 GMT 2025","Sat Oct 18 10:11:20 GMT 2025","4675","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_07_scrolling_operations","Test scrolling operations."
"passed","Sat Oct 18 10:10:42 GMT 2025","Sat Oct 18 10:10:55 GMT 2025","13280","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_02_mouse_operations","Test all mouse operations with visual feedback on DemoBlaze."
"passed","Sat Oct 18 10:14:05 GMT 2025","Sat Oct 18 10:14:07 GMT 2025","2434","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_31_file_upload","Test file upload using send_keys (primary) and pyautogui (fallback)."
"passed","Sat Oct 18 10:14:22 GMT 2025","Sat Oct 18 10:14:22 GMT 2025","176","selenium_demoblaze_framework.tests","test_file_upload","TestFileUpload","","","test_upload_multiple_files","Test multiple file upload using local test page."
"passed","Sat Oct 18 10:11:45 GMT 2025","Sat Oct 18 10:11:45 GMT 2025","106","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_14_storage_operations","Test local and session storage operations."
"passed","Sat Oct 18 10:16:11 GMT 2025","Sat Oct 18 10:16:20 GMT 2025","9183","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_search_functionality","Test product search functionality"
"passed","Sat Oct 18 10:13:51 GMT 2025","Sat Oct 18 10:14:03 GMT 2025","11472","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_29_log_collection","Test collecting browser logs."
"passed","Sat Oct 18 10:16:24 GMT 2025","Sat Oct 18 10:16:24 GMT 2025","1","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_element_caching","Test that elements are properly cached"
"passed","Sat Oct 18 10:15:13 GMT 2025","Sat Oct 18 10:15:14 GMT 2025","1081","selenium_demoblaze_framework.tests","test_link_checker","TestLinkChecker","","","test_check_external_links","Test checking only external links"
"passed","Sat Oct 18 10:11:44 GMT 2025","Sat Oct 18 10:11:44 GMT 2025","1","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_13_data_driven_csv","Test with data from CSV."
"passed","Sat Oct 18 10:15:41 GMT 2025","Sat Oct 18 10:15:58 GMT 2025","17893","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_login_flow","Test complete login flow using Page Factory"
"passed","Sat Oct 18 10:12:11 GMT 2025","Sat Oct 18 10:12:41 GMT 2025","29353","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_20_complete_e2e_flow","Test complete end-to-end shopping flow."
"passed","Sat Oct 18 10:11:14 GMT 2025","Sat Oct 18 10:11:14 GMT 2025","157","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_06_cookie_operations","Test cookie operations."
"passed","Sat Oct 18 10:12:46 GMT 2025","Sat Oct 18 10:12:48 GMT 2025","2882","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_22_duplicate_signup","Test signup with existing username."
"passed","Sat Oct 18 10:11:03 GMT 2025","Sat Oct 18 10:11:07 GMT 2025","3047","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_04_javascript_execution","Test JavaScript execution."
"passed","Sat Oct 18 10:11:46 GMT 2025","Sat Oct 18 10:11:49 GMT 2025","3063","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_15_performance_metrics","Test performance metrics collection."
"passed","Sat Oct 18 10:10:39 GMT 2025","Sat Oct 18 10:10:41 GMT 2025","2261","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_01_browser_windows_and_tabs","Test handling multiple windows and tabs."
"passed","Sat Oct 18 10:11:50 GMT 2025","Sat Oct 18 10:11:52 GMT 2025","2306","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_16_element_states","Test element state validations."
"passed","Sat Oct 18 10:11:53 GMT 2025","Sat Oct 18 10:11:53 GMT 2025","82","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_17_css_properties","Test CSS property validations."
"passed","Sat Oct 18 10:12:42 GMT 2025","Sat Oct 18 10:12:45 GMT 2025","2900","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_21_invalid_login","Test invalid login attempt."
"passed","Sat Oct 18 10:11:42 GMT 2025","Sat Oct 18 10:11:42 GMT 2025","1","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_11_data_driven_xml","Test with data from XML."
"passed","Sat Oct 18 10:13:50 GMT 2025","Sat Oct 18 10:13:50 GMT 2025","1","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_28_mobile_emulation","Mobile emulation is disabled by default."
"passed","Sat Oct 18 10:14:16 GMT 2025","Sat Oct 18 10:14:20 GMT 2025","4507","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_33_radio_button_demo","Demonstrate radio button interaction on a compatible site."
"passed","Sat Oct 18 10:14:08 GMT 2025","Sat Oct 18 10:14:14 GMT 2025","6065","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_32_broken_links_check","Test broken link validation on The Internet homepage."
"passed","Sat Oct 18 10:15:03 GMT 2025","Sat Oct 18 10:15:10 GMT 2025","6678","selenium_demoblaze_framework.tests","test_link_checker","TestLinkChecker","","","test_check_all_links","Test checking all links on a page"
"passed","Sat Oct 18 10:11:08 GMT 2025","Sat Oct 18 10:11:13 GMT 2025","5579","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_05_alerts_handling","Test handling of alerts."
"passed","Sat Oct 18 10:11:34 GMT 2025","Sat Oct 18 10:11:41 GMT 2025","6367","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_10_data_driven_excel[test_data1]","Test with data from Excel (parameterized)."
"passed","Sat Oct 18 10:14:21 GMT 2025","Sat Oct 18 10:14:21 GMT 2025","335","selenium_demoblaze_framework.tests","test_file_upload","TestFileUpload","","","test_upload_single_file_send_keys","Test single file upload on The Internet."
"passed","Sat Oct 18 10:11:54 GMT 2025","Sat Oct 18 10:12:07 GMT 2025","12509","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_18_browser_navigation","Test browser navigation operations."
"passed","Sat Oct 18 10:16:03 GMT 2025","Sat Oct 18 10:16:07 GMT 2025","4123","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_product_details","Test getting product details"
"passed","Sat Oct 18 10:11:24 GMT 2025","Sat Oct 18 10:11:26 GMT 2025","2267","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_09_wait_strategies","Test different wait strategies."
"passed","Sat Oct 18 10:15:22 GMT 2025","Sat Oct 18 10:15:24 GMT 2025","2030","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_multiple_elements","Test Page Factory multiple elements initialization"
"passed","Sat Oct 18 10:14:23 GMT 2025","Sat Oct 18 10:15:03 GMT 2025","39225","selenium_demoblaze_framework.tests","test_keyword_driven","TestKeywordDriven","","","test_keyword_driven_execution","Test keyword-driven framework execution"
"passed","Sat Oct 18 10:12:08 GMT 2025","Sat Oct 18 10:12:10 GMT 2025","2471","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_19_faker_data_generation","Test with Faker generated data."
"passed","Sat Oct 18 10:15:11 GMT 2025","Sat Oct 18 10:15:12 GMT 2025","1391","selenium_demoblaze_framework.tests","test_link_checker","TestLinkChecker","","","test_check_internal_links","Test checking only internal links"
"passed","Sat Oct 18 10:15:18 GMT 2025","Sat Oct 18 10:15:18 GMT 2025","52","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_single_elements","Test Page Factory single element initialization"
"passed","Sat Oct 18 10:11:21 GMT 2025","Sat Oct 18 10:11:23 GMT 2025","1630","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_08_screenshot_operations","Test various screenshot operations."
"passed","Sat Oct 18 10:12:53 GMT 2025","Sat Oct 18 10:13:18 GMT 2025","24763","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_24_about_us_modal","Test About Us modal and video playback."
"passed","Sat Oct 18 10:13:31 GMT 2025","Sat Oct 18 10:13:43 GMT 2025","12629","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_26_categories","Test navigation through all categories."
"passed","Sat Oct 18 10:10:56 GMT 2025","Sat Oct 18 10:11:02 GMT 2025","6328","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_03_keyboard_operations","Test keyboard operations."
"passed","Sat Oct 18 10:11:43 GMT 2025","Sat Oct 18 10:11:43 GMT 2025","1","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_12_data_driven_json","Test with data from JSON."
"passed","Sat Oct 18 10:13:19 GMT 2025","Sat Oct 18 10:13:30 GMT 2025","10915","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_25_pagination","Test product pagination."
